region,annee,mois,type_risque,nb_catastrophes,code_region,nom_region
53,2019,11,inondation,9,53,Bretagne
53,2019,12,inondation,3,53,Bretagne
53,2020,5,inondation,19,53,Bretagne
53,2020,6,inondation,5,53,Bretagne
53,2020,8,inondation,10,53,Bretagne
53,2020,10,inondation,30,53,Bretagne
53,2020,12,inondation,2,53,Bretagne
53,2020,12,mouvement_terrain,3,53,Bretagne
53,2021,5,inondation,1,53,Bretagne
53,2021,6,inondation,3,53,Bretagne
53,2021,9,inondation,1,53,Bretagne
53,2021,12,secheresse,1,53,Bretagne
53,2022,3,secheresse,1,53,Bretagne
53,2022,5,inondation,1,53,Bretagne
53,2022,6,inondation,18,53,Bretagne
53,2022,6,secheresse,31,53,Bretagne
53,2022,8,inondation,2,53,Bretagne
53,2022,9,inondation,2,53,Bretagne
53,2022,12,inondation,3,53,Bretagne
53,2023,4,inondation,1,53,Bretagne
53,2023,6,inondation,1,53,Bretagne
53,2023,10,vagues_submersion,11,53,Bretagne
53,2024,5,inondation,6,53,Bretagne
53,2024,6,inondation,25,53,Bretagne
53,2024,7,inondation,1,53,Bretagne
53,2024,8,inondation,4,53,Bretagne
53,2024,9,inondation,1,53,Bretagne
75,1982,8,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,1982,8,seisme,1,75,Nouvelle-Aquitaine
75,1982,10,inondation,1,75,Nouvelle-Aquitaine
75,1982,11,inondation,2627,75,Nouvelle-Aquitaine
75,1982,11,tempete,2627,75,Nouvelle-Aquitaine
75,1982,12,inondation,1726,75,Nouvelle-Aquitaine
75,1983,2,inondation,111,75,Nouvelle-Aquitaine
75,1983,4,inondation,267,75,Nouvelle-Aquitaine
75,1983,5,inondation,2,75,Nouvelle-Aquitaine
75,1983,5,neige_grele,1,75,Nouvelle-Aquitaine
75,1983,5,tempete,1,75,Nouvelle-Aquitaine
75,1983,6,inondation,18,75,Nouvelle-Aquitaine
75,1983,6,mouvement_terrain,14,75,Nouvelle-Aquitaine
75,1983,6,neige_grele,1,75,Nouvelle-Aquitaine
75,1983,6,tempete,1,75,Nouvelle-Aquitaine
75,1983,7,inondation,1142,75,Nouvelle-Aquitaine
75,1983,7,mouvement_terrain,81,75,Nouvelle-Aquitaine
75,1983,7,neige_grele,1015,75,Nouvelle-Aquitaine
75,1983,7,tempete,1014,75,Nouvelle-Aquitaine
75,1983,8,inondation,87,75,Nouvelle-Aquitaine
75,1983,8,mouvement_terrain,23,75,Nouvelle-Aquitaine
75,1984,1,inondation,1,75,Nouvelle-Aquitaine
75,1984,2,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,1984,5,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,1984,6,inondation,11,75,Nouvelle-Aquitaine
75,1984,8,inondation,1,75,Nouvelle-Aquitaine
75,1984,10,inondation,5,75,Nouvelle-Aquitaine
75,1984,11,inondation,2,75,Nouvelle-Aquitaine
75,1985,4,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,1985,5,inondation,17,75,Nouvelle-Aquitaine
75,1985,5,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,1985,6,inondation,1,75,Nouvelle-Aquitaine
75,1985,7,inondation,1,75,Nouvelle-Aquitaine
75,1986,1,autre,1,75,Nouvelle-Aquitaine
75,1986,2,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,1986,4,inondation,168,75,Nouvelle-Aquitaine
75,1986,5,inondation,1,75,Nouvelle-Aquitaine
75,1986,8,inondation,4,75,Nouvelle-Aquitaine
75,1986,9,inondation,22,75,Nouvelle-Aquitaine
75,1986,12,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,1987,1,autre,2,75,Nouvelle-Aquitaine
75,1987,7,inondation,21,75,Nouvelle-Aquitaine
75,1987,8,inondation,3,75,Nouvelle-Aquitaine
75,1987,9,inondation,22,75,Nouvelle-Aquitaine
75,1987,10,inondation,34,75,Nouvelle-Aquitaine
75,1988,1,inondation,5,75,Nouvelle-Aquitaine
75,1988,2,inondation,3,75,Nouvelle-Aquitaine
75,1988,2,mouvement_terrain,3,75,Nouvelle-Aquitaine
75,1988,3,inondation,27,75,Nouvelle-Aquitaine
75,1988,4,inondation,19,75,Nouvelle-Aquitaine
75,1988,5,inondation,57,75,Nouvelle-Aquitaine
75,1988,6,inondation,266,75,Nouvelle-Aquitaine
75,1988,6,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,1988,7,inondation,1,75,Nouvelle-Aquitaine
75,1989,1,secheresse,1,75,Nouvelle-Aquitaine
75,1989,4,inondation,1,75,Nouvelle-Aquitaine
75,1989,5,inondation,12,75,Nouvelle-Aquitaine
75,1989,5,secheresse,556,75,Nouvelle-Aquitaine
75,1989,6,inondation,3,75,Nouvelle-Aquitaine
75,1989,6,secheresse,411,75,Nouvelle-Aquitaine
75,1989,7,inondation,43,75,Nouvelle-Aquitaine
75,1989,7,secheresse,2,75,Nouvelle-Aquitaine
75,1989,7,tempete,360,75,Nouvelle-Aquitaine
75,1989,8,inondation,8,75,Nouvelle-Aquitaine
75,1989,8,secheresse,5,75,Nouvelle-Aquitaine
75,1989,9,secheresse,1,75,Nouvelle-Aquitaine
75,1989,10,secheresse,4,75,Nouvelle-Aquitaine
75,1989,11,secheresse,2,75,Nouvelle-Aquitaine
75,1989,12,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,1989,12,secheresse,1,75,Nouvelle-Aquitaine
75,1990,1,inondation,4,75,Nouvelle-Aquitaine
75,1990,1,secheresse,68,75,Nouvelle-Aquitaine
75,1990,1,vagues_submersion,4,75,Nouvelle-Aquitaine
75,1990,2,inondation,44,75,Nouvelle-Aquitaine
75,1990,5,inondation,27,75,Nouvelle-Aquitaine
75,1990,5,secheresse,2,75,Nouvelle-Aquitaine
75,1990,6,inondation,8,75,Nouvelle-Aquitaine
75,1990,8,inondation,29,75,Nouvelle-Aquitaine
75,1990,8,secheresse,2,75,Nouvelle-Aquitaine
75,1990,9,inondation,9,75,Nouvelle-Aquitaine
75,1990,10,secheresse,2,75,Nouvelle-Aquitaine
75,1990,11,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,1990,11,secheresse,1,75,Nouvelle-Aquitaine
75,1990,12,autre,4,75,Nouvelle-Aquitaine
75,1990,12,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,1991,1,inondation,1,75,Nouvelle-Aquitaine
75,1991,1,secheresse,324,75,Nouvelle-Aquitaine
75,1991,5,inondation,2,75,Nouvelle-Aquitaine
75,1991,5,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,1991,6,inondation,13,75,Nouvelle-Aquitaine
75,1991,6,secheresse,3,75,Nouvelle-Aquitaine
75,1991,8,inondation,54,75,Nouvelle-Aquitaine
75,1991,8,secheresse,6,75,Nouvelle-Aquitaine
75,1991,9,inondation,18,75,Nouvelle-Aquitaine
75,1991,9,secheresse,8,75,Nouvelle-Aquitaine
75,1991,10,inondation,2,75,Nouvelle-Aquitaine
75,1991,12,secheresse,1,75,Nouvelle-Aquitaine
75,1992,1,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,1992,1,secheresse,281,75,Nouvelle-Aquitaine
75,1992,3,secheresse,1,75,Nouvelle-Aquitaine
75,1992,5,inondation,42,75,Nouvelle-Aquitaine
75,1992,6,inondation,89,75,Nouvelle-Aquitaine
75,1992,7,inondation,11,75,Nouvelle-Aquitaine
75,1992,7,secheresse,1,75,Nouvelle-Aquitaine
75,1992,8,inondation,73,75,Nouvelle-Aquitaine
75,1992,9,inondation,33,75,Nouvelle-Aquitaine
75,1992,10,inondation,36,75,Nouvelle-Aquitaine
75,1992,11,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,1992,11,secheresse,1,75,Nouvelle-Aquitaine
75,1992,12,inondation,36,75,Nouvelle-Aquitaine
75,1992,12,mouvement_terrain,3,75,Nouvelle-Aquitaine
75,1993,1,secheresse,35,75,Nouvelle-Aquitaine
75,1993,2,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,1993,4,inondation,1,75,Nouvelle-Aquitaine
75,1993,5,inondation,53,75,Nouvelle-Aquitaine
75,1993,6,inondation,118,75,Nouvelle-Aquitaine
75,1993,7,inondation,184,75,Nouvelle-Aquitaine
75,1993,8,inondation,42,75,Nouvelle-Aquitaine
75,1993,9,inondation,95,75,Nouvelle-Aquitaine
75,1993,9,mouvement_terrain,3,75,Nouvelle-Aquitaine
75,1993,9,secheresse,2,75,Nouvelle-Aquitaine
75,1993,10,inondation,11,75,Nouvelle-Aquitaine
75,1993,10,mouvement_terrain,3,75,Nouvelle-Aquitaine
75,1993,10,secheresse,3,75,Nouvelle-Aquitaine
75,1993,12,inondation,702,75,Nouvelle-Aquitaine
75,1993,12,mouvement_terrain,27,75,Nouvelle-Aquitaine
75,1994,1,inondation,10,75,Nouvelle-Aquitaine
75,1994,1,mouvement_terrain,14,75,Nouvelle-Aquitaine
75,1994,1,secheresse,15,75,Nouvelle-Aquitaine
75,1994,2,mouvement_terrain,4,75,Nouvelle-Aquitaine
75,1994,4,mouvement_terrain,2,75,Nouvelle-Aquitaine
75,1994,5,inondation,38,75,Nouvelle-Aquitaine
75,1994,6,inondation,4,75,Nouvelle-Aquitaine
75,1994,7,inondation,3,75,Nouvelle-Aquitaine
75,1994,7,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,1994,7,secheresse,2,75,Nouvelle-Aquitaine
75,1994,8,inondation,3,75,Nouvelle-Aquitaine
75,1994,9,inondation,1,75,Nouvelle-Aquitaine
75,1994,11,inondation,2,75,Nouvelle-Aquitaine
75,1994,11,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,1994,12,mouvement_terrain,2,75,Nouvelle-Aquitaine
75,1995,1,inondation,166,75,Nouvelle-Aquitaine
75,1995,1,mouvement_terrain,2,75,Nouvelle-Aquitaine
75,1995,1,secheresse,26,75,Nouvelle-Aquitaine
75,1995,2,mouvement_terrain,3,75,Nouvelle-Aquitaine
75,1995,3,mouvement_terrain,2,75,Nouvelle-Aquitaine
75,1995,5,inondation,5,75,Nouvelle-Aquitaine
75,1995,6,secheresse,16,75,Nouvelle-Aquitaine
75,1995,6,vagues_submersion,1,75,Nouvelle-Aquitaine
75,1995,7,inondation,8,75,Nouvelle-Aquitaine
75,1995,8,inondation,16,75,Nouvelle-Aquitaine
75,1995,8,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,1995,9,inondation,21,75,Nouvelle-Aquitaine
75,1995,9,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,1995,9,secheresse,4,75,Nouvelle-Aquitaine
75,1995,10,secheresse,103,75,Nouvelle-Aquitaine
75,1995,12,inondation,4,75,Nouvelle-Aquitaine
75,1995,12,vagues_submersion,42,75,Nouvelle-Aquitaine
75,1996,1,inondation,54,75,Nouvelle-Aquitaine
75,1996,1,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,1996,1,secheresse,76,75,Nouvelle-Aquitaine
75,1996,2,secheresse,1,75,Nouvelle-Aquitaine
75,1996,2,vagues_submersion,32,75,Nouvelle-Aquitaine
75,1996,3,secheresse,1,75,Nouvelle-Aquitaine
75,1996,5,inondation,1,75,Nouvelle-Aquitaine
75,1996,6,secheresse,1,75,Nouvelle-Aquitaine
75,1996,7,inondation,4,75,Nouvelle-Aquitaine
75,1996,8,inondation,9,75,Nouvelle-Aquitaine
75,1996,9,secheresse,1,75,Nouvelle-Aquitaine
75,1996,10,secheresse,13,75,Nouvelle-Aquitaine
75,1996,11,inondation,2,75,Nouvelle-Aquitaine
75,1996,11,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,1996,11,secheresse,33,75,Nouvelle-Aquitaine
75,1996,12,mouvement_terrain,2,75,Nouvelle-Aquitaine
75,1996,12,secheresse,8,75,Nouvelle-Aquitaine
75,1996,12,seisme,1,75,Nouvelle-Aquitaine
75,1997,1,secheresse,89,75,Nouvelle-Aquitaine
75,1997,5,inondation,28,75,Nouvelle-Aquitaine
75,1997,6,inondation,2,75,Nouvelle-Aquitaine
75,1997,6,secheresse,1,75,Nouvelle-Aquitaine
75,1997,7,inondation,12,75,Nouvelle-Aquitaine
75,1997,8,inondation,49,75,Nouvelle-Aquitaine
75,1997,8,secheresse,1,75,Nouvelle-Aquitaine
75,1997,9,inondation,2,75,Nouvelle-Aquitaine
75,1997,9,secheresse,3,75,Nouvelle-Aquitaine
75,1997,11,mouvement_terrain,2,75,Nouvelle-Aquitaine
75,1997,12,mouvement_terrain,7,75,Nouvelle-Aquitaine
75,1997,12,secheresse,2,75,Nouvelle-Aquitaine
75,1998,1,inondation,14,75,Nouvelle-Aquitaine
75,1998,1,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,1998,1,secheresse,17,75,Nouvelle-Aquitaine
75,1998,4,inondation,4,75,Nouvelle-Aquitaine
75,1998,5,inondation,1,75,Nouvelle-Aquitaine
75,1998,6,inondation,36,75,Nouvelle-Aquitaine
75,1998,6,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,1998,7,inondation,2,75,Nouvelle-Aquitaine
75,1998,7,secheresse,1,75,Nouvelle-Aquitaine
75,1998,8,inondation,1,75,Nouvelle-Aquitaine
75,1998,8,secheresse,2,75,Nouvelle-Aquitaine
75,1999,3,inondation,12,75,Nouvelle-Aquitaine
75,1999,3,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,1999,5,inondation,26,75,Nouvelle-Aquitaine
75,1999,7,inondation,53,75,Nouvelle-Aquitaine
75,1999,8,inondation,38,75,Nouvelle-Aquitaine
75,1999,8,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,1999,9,inondation,27,75,Nouvelle-Aquitaine
75,1999,10,inondation,7,75,Nouvelle-Aquitaine
75,1999,10,vagues_submersion,1,75,Nouvelle-Aquitaine
75,1999,12,inondation,3757,75,Nouvelle-Aquitaine
75,1999,12,mouvement_terrain,3757,75,Nouvelle-Aquitaine
75,1999,12,vagues_submersion,1540,75,Nouvelle-Aquitaine
75,2000,5,inondation,39,75,Nouvelle-Aquitaine
75,2000,7,inondation,7,75,Nouvelle-Aquitaine
75,2000,9,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2000,11,inondation,16,75,Nouvelle-Aquitaine
75,2000,11,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2001,1,inondation,9,75,Nouvelle-Aquitaine
75,2001,2,mouvement_terrain,3,75,Nouvelle-Aquitaine
75,2001,3,inondation,4,75,Nouvelle-Aquitaine
75,2001,3,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2001,4,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2001,5,inondation,17,75,Nouvelle-Aquitaine
75,2001,5,mouvement_terrain,3,75,Nouvelle-Aquitaine
75,2001,7,inondation,132,75,Nouvelle-Aquitaine
75,2001,7,mouvement_terrain,2,75,Nouvelle-Aquitaine
75,2001,8,inondation,3,75,Nouvelle-Aquitaine
75,2002,1,secheresse,147,75,Nouvelle-Aquitaine
75,2002,4,secheresse,2,75,Nouvelle-Aquitaine
75,2002,5,inondation,1,75,Nouvelle-Aquitaine
75,2002,5,secheresse,3,75,Nouvelle-Aquitaine
75,2002,6,inondation,1,75,Nouvelle-Aquitaine
75,2002,6,secheresse,3,75,Nouvelle-Aquitaine
75,2002,7,secheresse,2,75,Nouvelle-Aquitaine
75,2002,8,inondation,5,75,Nouvelle-Aquitaine
75,2002,9,inondation,10,75,Nouvelle-Aquitaine
75,2002,9,secheresse,2,75,Nouvelle-Aquitaine
75,2002,10,secheresse,1,75,Nouvelle-Aquitaine
75,2002,11,secheresse,2,75,Nouvelle-Aquitaine
75,2003,1,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2003,2,inondation,9,75,Nouvelle-Aquitaine
75,2003,4,inondation,2,75,Nouvelle-Aquitaine
75,2003,5,inondation,2,75,Nouvelle-Aquitaine
75,2003,6,inondation,78,75,Nouvelle-Aquitaine
75,2003,7,inondation,24,75,Nouvelle-Aquitaine
75,2003,7,secheresse,1152,75,Nouvelle-Aquitaine
75,2003,8,inondation,2,75,Nouvelle-Aquitaine
75,2003,9,inondation,5,75,Nouvelle-Aquitaine
75,2003,12,inondation,6,75,Nouvelle-Aquitaine
75,2004,4,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2004,5,inondation,14,75,Nouvelle-Aquitaine
75,2004,7,secheresse,4,75,Nouvelle-Aquitaine
75,2004,8,inondation,1,75,Nouvelle-Aquitaine
75,2004,9,inondation,2,75,Nouvelle-Aquitaine
75,2005,1,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2005,1,secheresse,411,75,Nouvelle-Aquitaine
75,2005,4,inondation,31,75,Nouvelle-Aquitaine
75,2005,5,inondation,2,75,Nouvelle-Aquitaine
75,2005,6,inondation,5,75,Nouvelle-Aquitaine
75,2005,7,secheresse,989,75,Nouvelle-Aquitaine
75,2005,11,inondation,3,75,Nouvelle-Aquitaine
75,2005,12,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2006,1,secheresse,30,75,Nouvelle-Aquitaine
75,2006,2,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2006,3,inondation,20,75,Nouvelle-Aquitaine
75,2006,5,inondation,1,75,Nouvelle-Aquitaine
75,2006,6,inondation,8,75,Nouvelle-Aquitaine
75,2006,7,inondation,40,75,Nouvelle-Aquitaine
75,2006,9,inondation,3,75,Nouvelle-Aquitaine
75,2006,10,inondation,1,75,Nouvelle-Aquitaine
75,2006,12,vagues_submersion,1,75,Nouvelle-Aquitaine
75,2007,1,secheresse,1,75,Nouvelle-Aquitaine
75,2007,4,inondation,3,75,Nouvelle-Aquitaine
75,2007,5,inondation,132,75,Nouvelle-Aquitaine
75,2007,5,mouvement_terrain,2,75,Nouvelle-Aquitaine
75,2007,6,inondation,66,75,Nouvelle-Aquitaine
75,2007,6,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2007,8,inondation,6,75,Nouvelle-Aquitaine
75,2007,9,inondation,1,75,Nouvelle-Aquitaine
75,2007,10,inondation,2,75,Nouvelle-Aquitaine
75,2008,1,secheresse,4,75,Nouvelle-Aquitaine
75,2008,3,vagues_submersion,4,75,Nouvelle-Aquitaine
75,2008,4,inondation,3,75,Nouvelle-Aquitaine
75,2008,5,inondation,158,75,Nouvelle-Aquitaine
75,2008,6,inondation,136,75,Nouvelle-Aquitaine
75,2008,7,inondation,7,75,Nouvelle-Aquitaine
75,2008,9,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2008,11,vagues_submersion,1,75,Nouvelle-Aquitaine
75,2009,1,inondation,1736,75,Nouvelle-Aquitaine
75,2009,1,secheresse,21,75,Nouvelle-Aquitaine
75,2009,1,vagues_submersion,1407,75,Nouvelle-Aquitaine
75,2009,2,inondation,72,75,Nouvelle-Aquitaine
75,2009,2,mouvement_terrain,2,75,Nouvelle-Aquitaine
75,2009,3,secheresse,1,75,Nouvelle-Aquitaine
75,2009,4,mouvement_terrain,3,75,Nouvelle-Aquitaine
75,2009,4,secheresse,2,75,Nouvelle-Aquitaine
75,2009,5,inondation,48,75,Nouvelle-Aquitaine
75,2009,5,secheresse,4,75,Nouvelle-Aquitaine
75,2009,6,inondation,4,75,Nouvelle-Aquitaine
75,2009,6,secheresse,20,75,Nouvelle-Aquitaine
75,2009,7,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2009,7,secheresse,185,75,Nouvelle-Aquitaine
75,2009,8,secheresse,11,75,Nouvelle-Aquitaine
75,2009,9,inondation,11,75,Nouvelle-Aquitaine
75,2009,9,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2009,9,secheresse,5,75,Nouvelle-Aquitaine
75,2009,10,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2009,12,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2010,1,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2010,2,inondation,1014,75,Nouvelle-Aquitaine
75,2010,2,mouvement_terrain,985,75,Nouvelle-Aquitaine
75,2010,2,vagues_submersion,492,75,Nouvelle-Aquitaine
75,2010,5,inondation,1,75,Nouvelle-Aquitaine
75,2010,6,inondation,25,75,Nouvelle-Aquitaine
75,2010,6,mouvement_terrain,2,75,Nouvelle-Aquitaine
75,2010,7,inondation,2,75,Nouvelle-Aquitaine
75,2010,7,secheresse,49,75,Nouvelle-Aquitaine
75,2010,8,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2010,11,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2010,11,vagues_submersion,4,75,Nouvelle-Aquitaine
75,2011,1,secheresse,4,75,Nouvelle-Aquitaine
75,2011,2,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2011,3,secheresse,2,75,Nouvelle-Aquitaine
75,2011,4,inondation,1,75,Nouvelle-Aquitaine
75,2011,4,secheresse,885,75,Nouvelle-Aquitaine
75,2011,5,inondation,21,75,Nouvelle-Aquitaine
75,2011,5,secheresse,111,75,Nouvelle-Aquitaine
75,2011,6,inondation,3,75,Nouvelle-Aquitaine
75,2011,6,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2011,6,secheresse,73,75,Nouvelle-Aquitaine
75,2011,7,inondation,2,75,Nouvelle-Aquitaine
75,2011,7,secheresse,5,75,Nouvelle-Aquitaine
75,2011,8,inondation,9,75,Nouvelle-Aquitaine
75,2011,9,inondation,3,75,Nouvelle-Aquitaine
75,2011,11,inondation,15,75,Nouvelle-Aquitaine
75,2011,11,secheresse,1,75,Nouvelle-Aquitaine
75,2011,12,inondation,16,75,Nouvelle-Aquitaine
75,2012,1,secheresse,83,75,Nouvelle-Aquitaine
75,2012,2,secheresse,7,75,Nouvelle-Aquitaine
75,2012,3,secheresse,26,75,Nouvelle-Aquitaine
75,2012,4,inondation,20,75,Nouvelle-Aquitaine
75,2012,4,secheresse,8,75,Nouvelle-Aquitaine
75,2012,5,inondation,7,75,Nouvelle-Aquitaine
75,2012,5,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2012,5,secheresse,5,75,Nouvelle-Aquitaine
75,2012,6,inondation,1,75,Nouvelle-Aquitaine
75,2012,6,secheresse,5,75,Nouvelle-Aquitaine
75,2012,7,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2012,7,secheresse,16,75,Nouvelle-Aquitaine
75,2012,10,inondation,4,75,Nouvelle-Aquitaine
75,2012,12,autre,1,75,Nouvelle-Aquitaine
75,2013,1,inondation,7,75,Nouvelle-Aquitaine
75,2013,1,mouvement_terrain,13,75,Nouvelle-Aquitaine
75,2013,2,inondation,6,75,Nouvelle-Aquitaine
75,2013,2,mouvement_terrain,4,75,Nouvelle-Aquitaine
75,2013,2,vagues_submersion,1,75,Nouvelle-Aquitaine
75,2013,4,mouvement_terrain,2,75,Nouvelle-Aquitaine
75,2013,5,inondation,15,75,Nouvelle-Aquitaine
75,2013,5,mouvement_terrain,3,75,Nouvelle-Aquitaine
75,2013,6,inondation,173,75,Nouvelle-Aquitaine
75,2013,6,mouvement_terrain,15,75,Nouvelle-Aquitaine
75,2013,7,inondation,86,75,Nouvelle-Aquitaine
75,2013,7,mouvement_terrain,6,75,Nouvelle-Aquitaine
75,2013,8,inondation,11,75,Nouvelle-Aquitaine
75,2013,9,inondation,10,75,Nouvelle-Aquitaine
75,2013,9,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2013,10,inondation,7,75,Nouvelle-Aquitaine
75,2013,11,inondation,1,75,Nouvelle-Aquitaine
75,2013,12,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2014,1,autre,1,75,Nouvelle-Aquitaine
75,2014,1,inondation,118,75,Nouvelle-Aquitaine
75,2014,1,mouvement_terrain,21,75,Nouvelle-Aquitaine
75,2014,1,vagues_submersion,1,75,Nouvelle-Aquitaine
75,2014,2,autre,3,75,Nouvelle-Aquitaine
75,2014,2,inondation,4,75,Nouvelle-Aquitaine
75,2014,2,mouvement_terrain,4,75,Nouvelle-Aquitaine
75,2014,2,vagues_submersion,9,75,Nouvelle-Aquitaine
75,2014,3,inondation,2,75,Nouvelle-Aquitaine
75,2014,3,mouvement_terrain,3,75,Nouvelle-Aquitaine
75,2014,3,vagues_submersion,5,75,Nouvelle-Aquitaine
75,2014,4,inondation,1,75,Nouvelle-Aquitaine
75,2014,5,inondation,5,75,Nouvelle-Aquitaine
75,2014,6,inondation,34,75,Nouvelle-Aquitaine
75,2014,6,mouvement_terrain,2,75,Nouvelle-Aquitaine
75,2014,7,inondation,139,75,Nouvelle-Aquitaine
75,2014,7,mouvement_terrain,17,75,Nouvelle-Aquitaine
75,2014,8,inondation,3,75,Nouvelle-Aquitaine
75,2014,9,inondation,5,75,Nouvelle-Aquitaine
75,2014,9,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2015,1,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2015,1,secheresse,38,75,Nouvelle-Aquitaine
75,2015,3,inondation,1,75,Nouvelle-Aquitaine
75,2015,4,secheresse,16,75,Nouvelle-Aquitaine
75,2015,6,inondation,5,75,Nouvelle-Aquitaine
75,2015,7,secheresse,11,75,Nouvelle-Aquitaine
75,2015,8,inondation,11,75,Nouvelle-Aquitaine
75,2015,11,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2016,1,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2016,1,secheresse,49,75,Nouvelle-Aquitaine
75,2016,2,inondation,2,75,Nouvelle-Aquitaine
75,2016,2,mouvement_terrain,6,75,Nouvelle-Aquitaine
75,2016,4,seisme,3,75,Nouvelle-Aquitaine
75,2016,5,inondation,33,75,Nouvelle-Aquitaine
75,2016,6,inondation,18,75,Nouvelle-Aquitaine
75,2016,6,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2016,7,inondation,2,75,Nouvelle-Aquitaine
75,2016,8,inondation,1,75,Nouvelle-Aquitaine
75,2016,9,inondation,2,75,Nouvelle-Aquitaine
75,2016,12,secheresse,1,75,Nouvelle-Aquitaine
75,2017,1,inondation,2,75,Nouvelle-Aquitaine
75,2017,1,mouvement_terrain,3,75,Nouvelle-Aquitaine
75,2017,1,secheresse,416,75,Nouvelle-Aquitaine
75,2017,2,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2017,4,secheresse,140,75,Nouvelle-Aquitaine
75,2017,5,inondation,4,75,Nouvelle-Aquitaine
75,2017,6,inondation,1,75,Nouvelle-Aquitaine
75,2017,7,inondation,3,75,Nouvelle-Aquitaine
75,2017,7,secheresse,63,75,Nouvelle-Aquitaine
75,2017,8,inondation,3,75,Nouvelle-Aquitaine
75,2017,10,secheresse,4,75,Nouvelle-Aquitaine
75,2017,11,inondation,1,75,Nouvelle-Aquitaine
75,2017,11,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2018,1,mouvement_terrain,2,75,Nouvelle-Aquitaine
75,2018,1,secheresse,2,75,Nouvelle-Aquitaine
75,2018,2,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2018,3,mouvement_terrain,1,75,Nouvelle-Aquitaine
75,2018,3,vagues_submersion,3,75,Nouvelle-Aquitaine
75,2018,4,inondation,2,75,Nouvelle-Aquitaine
75,2018,5,inondation,83,75,Nouvelle-Aquitaine
75,2018,6,inondation,388,75,Nouvelle-Aquitaine
75,2018,6,mouvement_terrain,12,75,Nouvelle-Aquitaine
75,2018,7,inondation,49,75,Nouvelle-Aquitaine
75,2018,7,mouvement_terrain,9,75,Nouvelle-Aquitaine
75,2018,7,secheresse,48,75,Nouvelle-Aquitaine
75,2018,8,inondation,1,75,Nouvelle-Aquitaine
75,2018,10,inondation,1,75,Nouvelle-Aquitaine
75,2018,10,secheresse,108,75,Nouvelle-Aquitaine
75,2018,12,mouvement_terrain,1,75,Nouvelle-Aquitaine
